/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/8029.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/4740.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/2771.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/4614.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/3882.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/2126.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/7833.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/515.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/5774.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/7146.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/14.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/7971.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/9971.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/7951.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/9886.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/3078.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/1738.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/7892.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/5379.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/5783.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/7252.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/7964.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/5357.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/856.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/3644.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/7930.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/2482.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/2498.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/9499.jpg,1
/home/aditya/ADITYA/CV/Proj2/Data/aflw/data/output/face/train/7598.jpg,1
